"Slug","Title","Short Description","Date","Image","Image:alt","Categories","External link","Meta Title","Meta Description","Content"
"blablacar-bus-vp-a-waymo-will-never-give-you-the-long-distance-ride-you-need","Blablacar Bus VP: -A Waymo will never give you the long-distance ride you need","Aurélien Gandois, VP of Buses at BlaBlaCar, explains the company’s strategic shift, how it reshaped the coach business after acquiring OuiBus, and why coaches play a bigger role in sustainable mobility than most policymakers acknowledge. The conversation also covers cross-selling effects, operational choices, and what true multimodality requires for the future.","2025-11-25T00:00:00.000Z","https://framerusercontent.com/images/zbykK7Jo0IChZ5d26uQqYXAgz4.jpg","","mobility-policy,interviews,maas,carpooling,pta","","BlaBlaCar VP on Multimodality and the Future of Long-Distance Travel","Interview with Aurélien Gandois, VP of Buses at BlaBlaCar, on how the company moved from carpooling to a multimodal platform with coaches and trains, and what this shift means for long-distance mobility.","<h2>How Blablacar went from Carpooling to also include Coaches</h2><p><strong>Lars:</strong> BlaBlaCar started as a carpooling platform connecting drivers and passengers. How did it evolve into a platform that also operates long-distance coaches?</p><p><strong>Aurélien:</strong> When BlaBlaCar was created almost twenty years ago, coaches barely existed in Europe. The market was heavily regulated to protect trains. Only after the 2009 EU directive to liberalize intercity bus transport did coaches start emerging as a viable mode.</p><p>When we began scaling carpooling, we noticed coaches entering the same long-distance routes: Paris–Lyon, Amsterdam–Brussels, and so on. That created competition, but it also made us realize something important: people don’t think in modes, they think in needs. They want to get from A to B affordably and conveniently. So we decided to go multimodal and integrate other transport options into the platform.</p><p>We chose buses over trains for two reasons. First, buses exist everywhere, especially in markets like India and Brazil, where trains are rare. Second, the price point for coaches is closer to carpooling than trains. It made more sense from both a consumer and scaling perspective.</p><img alt="""" src=""https://framerusercontent.com/images/tEtjRb6jJlrw86PL64Fp00THXQM.jpeg""><h2>How Blablacar built a Multimodal Platform</h2><p><strong>Lars:</strong> Was this multimodal shift always part of BlaBlaCar’s strategy?</p><p><strong>Aurélien:</strong> Not initially. Our founder, Frédéric Mazzella, just wanted to make unused car seats available. But once carpooling became a mass-market product, it was obvious that offering only one mode limited us. Look at other C2C platforms: Airbnb moved beyond rooms; Vinted moved beyond clothes; Uber went from rides to food. Multimodality is a natural evolution in consumer services.</p><p>We made two key acquisitions in 2018: OuiBus in France and Busfor in Eastern Europe, and fully integrated them by 2019. That’s when BlaBlaCar became multimodal.</p><h2>How Blablacar reinvented the Coach Business with their SNCF acquisition</h2><p><strong>Lars:</strong> OuiBus was a traditional operator under SNCF, and was losing money. What did you have to change to make it work under BlaBlaCar?</p><p><strong>Aurélien:</strong> OuiBus was losing around 30 million euros per year when we took over: 80 million in revenue and 110 million in costs. We had to rethink the entire model.</p><p>We did three big things:</p><ol><li data-preset-tag=""p""><p>Shifted to an asset-light model. We don’t own buses or employ drivers. We partner with SMEs who own the vehicles and operate routes under our network.<br><br></p></li><li data-preset-tag=""p""><p>Adapted supply to demand. OuiBus had a “train mindset”: running constant frequencies to amortize assets. We matched supply dynamically to demand, like an FMCG company would. On a high-demand Sunday, we can operate eight times more buses than on a low-demand Tuesday.<br><br></p></li><li data-preset-tag=""p""><p>Implemented dynamic pricing. Borrowing from airlines and hotels, we introduced flexible pricing based on demand and seasonality.</p></li></ol><p>In a few years, we turned the business from negative EBIT of 30 million to roughly a 10% margin.</p><img alt="""" src=""https://framerusercontent.com/images/x8PtpgK3x3wBurKDzUJ46RBU.jpg""><h2>How Blablacar has included Trains in their offering</h2><p><strong>Lars:</strong> You recently launched train ticket distribution. How did that come about?</p><p><strong>Aurélien:</strong> It’s the natural next step. We started distributing trains in Spain in 2024, followed by France. Spain was easier technically, as France’s rail distribution system is complex.</p><p>Trains complete the picture for us. With carpooling, coaches, and trains, we’re the only land-transport platform that can offer all three in one place. We don’t push one mode over another: our mission is to offer choice. Passengers decide based on price, time, and convenience.</p><p>Financially, distributing train tickets isn’t profitable yet. The access fees are high, and the system favors incumbents that sell large volumes. For newcomers like us, the same fee structures make it hard to earn margins. Still, we see it as an investment toward a sustainable multimodal platform.</p><h2>Blablacar Cross-Selling and Customer Behavior</h2><p><strong>Lars:</strong> When I spoke to FREENOW a while back, they said one of the reasons they had to sell transit tickets is the cross-selling and user acquisition effects. Have you seen customer synergies between the modes?</p><p><strong>Aurélien:</strong> Yes, around 45% of users who book a train also book a carpooling or bus trip with us later. Cross-selling is real, but we don’t want it to be the only thing that keeps the model afloat. Each mode should stand on its own economically.</p><p>We’re also advocating, along with companies like Kombo and Trainline, for fairer rules that allow new distributors to earn a reasonable margin. The market needs to be sustainable for everyone, not just incumbents.</p><img alt="""" src=""https://framerusercontent.com/images/kPYasLFsGPUd5wfplk8yz0uYMA.jpg""><h2>The Policy Blind Spot around Coaches</h2><p><strong>Lars:</strong> When politicians and planners talk about sustainable transport, trains and local public transport dominate the agenda. Coaches rarely get mentioned. Why do you think that is?</p><p><strong>Aurélien:</strong> Because in Europe, intercity coaches are still new, barely a decade old, and they’re mostly private. Policymakers still see them as peripheral, not as part of the public system.</p><p>But coaches play a vital role. They connect areas that trains don’t reach, offer affordable travel, and reduce car dependency. In France, 70% of our bus routes don’t go through Paris, unlike the train network. Coaches are essential for regional connectivity and decarbonization.</p><p><strong>Lars:</strong> What is the missing link?&nbsp;</p><p><strong>Aurélien:</strong> What’s missing is integration, both digitally and physically. Regulations, passenger rights, and compensation differ wildly between modes. A delayed train gets compensation after one hour, a bus after two, an airline after three, why? No logic.</p><p>Then there’s the physical side: bus stations need to be connected to other transport hubs. If you build a great bus terminal in the suburbs with no transit links, no one will use it. You’ll just drive people back to private cars and we won’t reach the emissions goals we’ve set for transport.</p><p>That’s why I often say: <em>we have the “coach Macron” but not the “station Macron.”</em> Liberalization happened, but city planning didn’t follow.&nbsp;</p><img alt="""" src=""https://framerusercontent.com/images/kKNiLb7cjSWvrKH7smN2edzEPYg.jpg""><h2>The way ahead for Blablacar</h2><p><strong>Lars:</strong> So multimodality is key to decarbonizing transport?</p><p><strong>Aurélien:</strong> Absolutely. Transport accounts for a third of CO₂ emissions in France and is the only sector that hasn’t reduced its emissions in the past 15 years. The only realistic solution is multimodality, combining modes efficiently. A Waymo will never give you the long-distance ride you need.&nbsp;</p><p>Digital integration will help people understand and book these combinations easily, but physical integration: stations, hubs, connections, is where cities need to act. If coaches aren’t part of city planning, it’s a lose-lose for everyone.&nbsp;</p><p><a href=""calendly.com/movability"" target=""_blank"">Need help with Shared Mobility? Get in touch by clicking here. </a></p><p><a href=""https://www.blablacar.com/"" target=""_blank"">Want to read more about Blablacar? Click here. </a></p><p><a href=""/"">Want to read more about Movability? Click here. </a></p>"
"interview-with-ceo-on-nextbike-s-journey-expansion-tier-nextbike-merger-and-return-to-independence","Interview with CEO on nextbike’s Journey: Expansion, TIER-nextbike Merger, and Return to Independence","Nextbike is Europe's market leader in bike-share in terms of cities. I interviewed CEO Sebastian Popp to hear their story, get the latest status on bike-share, trends and where we are going. ","2025-11-10T00:00:00.000Z","https://framerusercontent.com/images/LpsLx9R6GVd6SITIzvEdZh5dI.jpg","","mobility-policy,interviews,micromobility,bikes","","Sebastian Popp CEO of Nextbike on their history, market presence, city performance, growth ambitions and trends in the bike-share market","Read Movability interview with CEO Sebastian Popp of Nextbike","<h2><strong>The Origins of nextbike</strong></h2><p><strong>Lars:</strong> Could you start by telling us the story of how Nextbike began?</p><p><strong>Sebastian:</strong> nextbike was founded more than 20 years ago in Leipzig. We started with just 60 bikes in Leipzig and nearby Dresden. The idea was to make bike-sharing as easy as possible. At first, users would call a hotline, enter a five-digit bike number, and receive a four-digit lock code. After their trip, they were supposed to change the lock code and report the new one to us, but that part never really worked.&nbsp;</p><p>The problem was: the customer couldn’t understand the instructions despite them being on the bike. So our founder Ralf frequently had to roam around Dresden and Leipzig (the first nextbike cities) with a hammer and crowbar in his backpack, to break the locks since there was no service team yet.&nbsp;</p><p>But we quickly adapted. Our service teams started changing lock codes directly in the field and updating our backend system. That was our first system, a small, private B2C model, with no public funding.</p><p>In the late 2000s, more cities wanted to connect public transport with bike-sharing. Around 2010–2011, we began applying for public funding and became part of the public sector. The biggest milestone for us was Cologne in 2015, where we integrated bike-sharing directly into public transport. Since then, transit has been part of nextbike’s DNA.</p><h2><strong>Integrating Bike-Share with Public Transport</strong></h2><p><strong>Lars:</strong> What did that integration look like in practice?</p><p><strong>Sebastian:</strong> In Cologne, we connected our system to the public transport card. Public transport users could tap their card at a bike and get 30 minutes of free use. That deep integration made a big impact. Today, bike share is often app-based, but the principle remains, we see ourselves as part of the public transport system. Combining trams, buses, and bikes creates real value, especially in areas that aren’t well covered by traditional transit.</p><img alt="""" src=""https://framerusercontent.com/images/QshC4IqwyVqeTQf6XRkPa5lgDa8.jpg""><h2><strong>Nextbike’s Market Presence</strong></h2><p><strong>Lars:</strong> You’re very strong in Central and Eastern Europe. How broad is your current footprint?</p><p><strong>Sebastian:</strong> Right now, we’re in 23 countries and more than 400 cities, from very small towns of around 300 inhabitants to major cities like Berlin and Glasgow. One of our strengths is scalability. We can operate large urban systems or regional networks, as we do in Poland’s GZM region, where many municipalities participate in one shared system.</p><p>We’re the European market leader in bike-sharing, and we plan to expand further, particularly in France, Belgium, Spain, and the Nordics. Our strongest markets today are Germany, Austria, Poland, Spain, and the Czech Republic.</p><h2><strong>Nextbike’s Performance Across Cities</strong></h2><p><strong>Lars:</strong> Which cities are performing best in your portfolio?</p><p><strong>Sebastian</strong>: In terms of trips, Cologne, Dresden, and GZM in Poland are performing exceptionally well. In our Bizkaia system in Spain, for example, each bike averages nearly 6 rides (5.98) per day, which is remarkably high. That said, success always depends on context: funding models, user behavior, and city size all play a major role in the results.</p><h2><strong>Nextbike’s Growth Ambitions</strong></h2><p><strong>Lars:</strong> Where do you see the biggest growth potential in the coming years?</p><p><strong>Sebastian:</strong> The Nordics are very interesting to us. We see tenders in Helsinki and Stockholm and expect opportunities in Norway as well. France is another key market; we’ve launched our first projects there and aim to grow. We’ve also entered Portugal and see room for expansion in Spain, where public bike-sharing is gaining strong momentum.</p><h2><strong>Rising Costs and Technology</strong></h2><p><strong>Lars:</strong> Like many operators, you’ve faced rising costs since the pandemic and the Ukraine war. How has that affected you?</p><p><strong>Sebastian:</strong> During COVID, it was nearly impossible to source bike parts: long delivery times, high prices, supply chain chaos. The situation is improving now. Operational costs are also expected to decrease over the next few years thanks to better technology. Larger battery capacities reduce service frequency, and charging infrastructure in semi-station-based systems can further cut costs.</p><h2><strong>The Tier–Nextbike Merger and Demerger</strong></h2><p><strong>Lars:</strong> Can you share some insights into the Tier–Nextbike merger and later separation?</p><p><strong>Sebastian:</strong> Tier acquired Nextbike to become a full-spectrum micromobility operator and gain access to cities where we had strong relationships. However, our business models were quite different. Nextbike focuses on public partnerships and funding, while Tier operates purely commercially. It was hard to align those two approaches within one company.</p><p>There were also cultural differences. Ultimately, Tier decided to sell Nextbike, partly for strategic and financial reasons. Despite the challenges, it was a valuable experience, we learned a lot from our Tier colleagues. Now, with new investors, we can fully focus in one direction, which makes things simpler and clearer.</p><img alt="""" src=""https://framerusercontent.com/images/FxYPDw82UGimKz4YdmxaXuZY8s.jpg""><h2><strong>Bike-Share Public Funding and the Berlin Case</strong></h2><p><strong>Lars:</strong> Many cities are facing tighter budgets. You’ve experienced this in Berlin. What happened there?</p><p><strong>Sebastian:</strong> In Berlin, the city decided not to retender the public bike-sharing contract. As a result, we had to scale down operations and shift to a more B2C model, focusing on profitable areas. Unfortunately, this left many outer districts without access.</p><p>That’s a problem because public transport should serve everyone, especially those who can’t afford private micromobility options like scooters or e-bikes. Affordable public bike-sharing is vital, but without public funding, it’s difficult to maintain.</p><p>More broadly, we see two trends. Many cities, in France, Spain, and the Nordics, continue investing because they view bike-sharing as essential to their mobility goals. But in parts of Germany, public funding is decreasing. So the picture is mixed.</p><h2><strong>Making the Bike-Share Case to Cities</strong></h2><p><strong>Lars:</strong> How do you approach conversations with cities in that environment?</p><p><strong>Sebastian:</strong> We focus on showing that bike-sharing pays off. It’s an integral part of public transport and offers strong returns on investment. If you look holistically, it improves public health, reduces infrastructure costs, and offers cheaper last-mile solutions compared to new tram or bus lines. In suburban areas, e-bike stations can connect people to the city center at a fraction of the cost. So it’s not just environmentally and socially beneficial, it’s financially smart.</p><h2><strong>How OOH ads can subsidize Bike-Share</strong></h2><p><strong>Lars: </strong>What do you think about the OOH model when cities struggle with financing. Can that be a way to get the needed funds?&nbsp;</p><p><strong>Sebastian: </strong>Yes, the OOH (out-of-home advertising) model is an indispensable way to strengthen the financing of bike-sharing systems – especially given tight municipal budgets, providing a stable revenue stream. At Nextbike, our AdPanels, the advertising spaces on the sides of the rear wheels are a fundamental part of our business model. nextbike.media, our own marketing unit, contributes around 10 percent to total revenue with the AdPanels.&nbsp;</p><p>In 2024 alone, around 20,000 bikes in Germany were equipped with 40,000 occupied advertising spaces in public spaces. However, the success of this model is based on strategic, aesthetically appealing implementation that is closely coordinated with the cities.&nbsp;</p><h2><strong>Policy issues Bike-Share is facing</strong></h2><p><strong>Lars: What political challenges do you face when competing with stationless mobility services?</strong></p><p>Sebastian: We don't compete with dockless systems because our modular system is flexible: docked, dockless, or hybrid. We look at each city individually and develop a customized concept that takes into account the local infrastructure, topography, and culture. Anything is possible, so we can tailor solutions to the specific needs of cities and regions.</p><p>Cities are faced with the task of creating fair conditions that take into account both the strengths and limitations of station-based and stationless bike-sharing systems. The rule of thumb here is that dock-based services contribute to an orderly cityscape and long-term infrastructure, while flexible models can improve coverage and accessibility. Because we are well aware of the respective advantages and challenges of both approaches, we support cities and municipalities in developing the optimal solution for their specific mobility goals and needs.</p><p><a href=""calendly.com/movability"" target=""_blank"">Need help with Shared Mobility? Get in touch by clicking here. </a></p><p><a href=""https://www.nextbike.de/en/"" target=""_blank"">Want to read more about Nextbike? Click here. </a></p><p><a href=""/"">Want to read more about Movability? Click here. </a></p>"
"ex-bike-share-ceo-wants-to-bring-big-tech-s-data-ambition-to-public-procurement","Ex. Bike-Share CEO Wants To Bring Big Tech’s Data Ambition To Public Procurement","Mobility Impact Markets as a concept is gaining attention among transport policymakers across Europe. During his keynote at last year’s POLIS Conference, founder Erdem Ovacik presented the idea to an engaged audience and sparked lively discussions about the future of public procurement and mobility incentives. We sat down with Erdem to learn more about the thinking behind the concept and how it could reshape how cities manage mobility.","2025-10-22T00:00:00.000Z","https://framerusercontent.com/images/9NIgsEv9dujKtbhfnblZ95T0zw.png","","mobility-policy,interviews,mobility","","Erdem Ovacik about what Mobility Impact Market is, what cities are interested in and its current status and plans for next year. ","Read Movability interview with Erdem Ovacik, CEO of Mobility Impact Markets, explaining h","<h2><strong>What is a Mobility Impact Market?</strong></h2><p><strong>Lars:</strong> Erdem, in a nutshell, what is a mobility impact market?<br><strong>Erdem:</strong> The mobility impact market is what I call <em>impact procurement as a service</em>. It’s essentially a service layer for cities to spend their money more effectively. Instead of only relying on infrastructure subsidies or public transport support, we use micro-incentives to influence behavior. These incentives can target trips and availability for bike sharing, cargo bikes, scooters, mopeds, carsharing, or carpooling. The goal is to reduce private vehicle use, which creates congestion, noise, and health costs, and instead nudge citizens toward modes that make cities more livable.</p><h2><strong>Impact Procurement as a Service Explained</strong></h2><p><strong>Lars:</strong> You’ve compared your model to how tech companies run ad campaigns. Can you explain that?<br><strong>Erdem:</strong> In advertising, companies used to rely on agencies for their upfront assumptions in terms which ad campaigns would work. Today, with Facebook or Google, they run many small campaigns, track real-world behavior, and scale what works. Our model applies the same principle to public procurement. Instead of assuming outcomes with tenders, we experiment with different mobility incentives, observe the effects, and adjust quarterly. This makes public spending more efficient and evidence-based.</p><h2><strong>What Cities Want from Incentive Programs</strong></h2><p><strong>Lars:</strong> Which types of incentives are cities most interested in?<br><strong>Erdem:</strong> Many cities want to cut private car use in city centers. They’re interested in bike share and scooters for last-mile connections to trains. They’re also looking at e-bike or carpooling options to reduce congestion from suburban commutes. Carsharing and cargo bikes are key to lowering car ownership in dense areas. Another trend is shifting urban cargo deliveries from vans to micromobility vehicles. Cities are also preparing for autonomous vehicles, both to manage their risks and to use them for first- and last-mile solutions in suburban and rural areas.</p><h2><strong>Why the Impact Market is Different from Traditional Tenders</strong></h2><p><strong>Lars:</strong> How does your solution compare to traditional public tenders?<br><strong>Erdem:</strong> A tender process can take two to three years from planning to delivery. By then, technology or demand may have changed, and outcomes often fall short of expectations. Tenders also lock cities into one provider for 5–10 years, which is risky in a fast-changing sector. The impact market avoids these problems. It brings in multiple operators, adjusts incentives every three months, and ensures competition remains active. It also allows multiple departments: mobility, health and real estate to pool their budgets and fund incentives that serve shared goals.</p><h2><strong>How Mobility Incentives Work for Users and Operators</strong></h2><p><strong>Lars:</strong> What does this look like for users and companies?<br><strong>Erdem:</strong> The market itself interfaces with operators, not directly with end users. Companies qualify if they meet certain criteria, such as being financially stable or compliant with EU rules. They receive payouts for trips that match defined conditions, say, a cargo bike ride or a shared car trip. For users, this translates into more affordable trips, sometimes even free rides, because operators compete where incentives are offered. In some cases, individuals with their own e-bikes or cargo bikes can also be incentivized, creating direct financial benefits for citizens.</p><h2><strong>Using Data to Measure Real Behavior Change</strong></h2><p><strong>Lars:</strong> What role does data play in your framework?<br><strong>Erdem:</strong> Data is central. We combine trip data from operators with GSM data from residents to understand not just how many trips were made, but what those trips replaced. Did an incentivized bike trip replace a car trip or just a walk? That distinction determines the social gain. Too often, companies claim mode shift without evidence. Our job is to measure the <em>real</em> behavior change and its value to society, so that incentives reflect true impact.</p><h2><strong>Addressing the Mode Shift Debate</strong></h2><p><strong>Lars:</strong> Research often criticizes scooters or bikes for replacing walking trips rather than cars. How do you view this debate?<br><strong>Erdem:</strong> Public authorities need to clearly define which externalities they care about and assign a value to them. In essence, they don’t mind which modes of transport that are used, so long the transport contributes to the public outcomes we seek: reduce congestion, emissions, or increase physical activity. That means if scooters replace mainly walking and cycling trips, and few car trips, well, that’s a net negative in terms of social outcomes. If and where they manage to replace personal car trips, that is likely a new positive. Companies are good at meeting user needs and innovating. Authorities should focus on outcomes, like fewer cars or more active travel, and let the market compete to deliver those results.&nbsp;</p><h2><strong>The Challenges of Public Procurement Innovation</strong></h2><p><strong>Lars:</strong> What obstacles do you face when pitching this to cities?<br><strong>Erdem:</strong> Civil servants often like the idea, but higher up in the bureaucracy, risk aversion kicks in. Public institutions are wired against experimenting with new models because of fear of failure. Even pilots usually require strong mayor-level backing. That’s why we’re building alliances with thought leaders in transport economics and policy to support credibility. It’s a slow process, but once a few pilots succeed, I believe this will establish a whole new category of procurement.</p><h2><strong>Looking Ahead to 2026 Pilots</strong></h2><p><strong>Lars:</strong> What does the future look like for the Mobility Impact Market?<br><strong>Erdem:</strong> We’re aiming to launch the first pilots in 2026, with cities committing around half a million euros each. These pilots shouldn’t just be experiments, they need to evolve into long-term frameworks for incentives. I believe that if we demonstrate success, this model can fundamentally reshape how cities manage mobility and public spending.</p><p><strong>Lars:</strong> Anything else you’d like to add?<br><strong>Erdem:</strong> This is about creating a new category, impact procurement as a service. Just as we helped pioneer shared micromobility, I see this as the next frontier. The timing is right for cities that want to accelerate their green transition, reduce congestion, and spend smarter. We’re looking for forward-thinking cities to join us on this journey.&nbsp;</p><p><a href=""calendly.com/movability"" target=""_blank"">Need help with Shared Mobility? Get in touch by clicking here. </a></p><p><a href=""https://impactmarket.co/"" target=""_blank"">Want to read more about Mobility Impact Market? Click here. </a></p><p><a href=""/"">Want to read more about Movability? Click here. </a></p>"
"ecov-ceo-fraud-happened-how-france-cleaned-up-carpooling","Ecov CEO: “Fraud Happened” - How France Cleaned Up Carpooling","Ecov has accomplished what both conservative and liberal politicians can love, turning the private car into a mode of public transportation. In this interview, CEO Thomas shares how the company reached critical mass after years of trial and error, how France’s mobility laws and the Green Fund opened the market, and why cleaning up subsidy fraud was essential for credibility.","2025-10-15T00:00:00.000Z","https://framerusercontent.com/images/R4R61VB0HQyl85DhwVxf9ht7lkE.png","","mobility-policy,interviews,carpooling","","Mobility Impact Markets Redefine Public Procurement – Interview with Erdem Ovacik","Mobility Impact Markets are reshaping how cities fund and manage sustainable transport. In this interview, founder Erdem Ovacik explains how micro-incentives, data, and dynamic procurement can transform urban mobility.","<h2>What is carpooling?</h2><p><strong>Lars:</strong> What is Ecov’s concept in one sentence?</p><p><strong>Thomas:</strong> Ecov creates public transport lines using cars. We design stops and routes just like a bus operator would, but instead of buses, we rely on the free seats in cars. Passengers get metro-like service with short waits, on average less than 4 minutes, and drivers simply share seats as they travel. This is a real-time matching system based on statistics, that does not require pre-booking neither for the driver, nor for the passenger.</p><p> We understand the flows of people in the territory or why people are moving from A to B, and how currently they're using their own cars. Then we design the lines for the public transport authorities exactly like a bus transit operator would do. So we designed the line, the stops, the points, in connection with the other public transport system.</p><img alt="""" src=""https://framerusercontent.com/images/LtgbRU3PWPNCDbznVeFCVSYI.jpg""><h2>Carpooling line success factors</h2><p><strong>Lars:</strong> So, it feels like taking a metro for the passenger and it’s planned like a bus line. But how much does it cost?</p><p><strong>Thomas:</strong> For passengers, local authorities decide the pricing. Often it’s the same as the price of a bus ticket, or even free as part of a multimodal pass. Drivers sometimes get no money, sometimes a small incentive of about €0.10 per kilometer, just enough to cover part of their costs. The important part is that this is not black-market ride-hailing. Drivers are going where they were already going; we just help them share seats and split their costs.</p><p><strong>Lars:</strong> Where has this really worked?</p><p><strong>Thomas:</strong> It took years of trial and error, but our breakthrough came on the line between Bourgoin-Jallieu and Lyon. We finally reached critical mass: onboarding enough drivers and passengers to make it reliable. That led to real modal shift, drivers leaving their cars at home and becoming passengers.</p><h2>Why PTAs are less likely to succeed building carpooling operations</h2><p><strong>Lars:</strong> That sounds a bit like the complexity ride-hailing market launchers would face, matching supply of drivers with the demand of acquiring customers. Some public transport authorities think they can build this themselves. Why not?</p><p><strong>Thomas:</strong> Because it’s complex. You need technology for real-time matching, but also physical stops, local authority partnerships, user communication, marketing, and data science. It’s an entire value chain. We’ve succeeded because we manage all of that and make it work.</p><p><strong>Lars: </strong>How does this compare to ride-hailing or conventional carpooling?</p><p><strong>Thomas:</strong> Ride-hailing uses professional drivers; we don’t. Our drivers are just normal commuters, and that’s why they’re paid much less. Carpooling platforms usually try to match people from anywhere to anywhere, based on pre-booked matching.&nbsp;</p><p>Our approach is closer to mass transit. Why is it possible to have 300 people in trains or 30 people in buses? Because we have built the conditions for people to meet in place and time to share pieces of their trip. We are just doing the same, but for cars.</p><h2>Inspiration from historic and informal transit</h2><p><strong>Lars:</strong> Very cool. Did you take inspiration from history, like how buses started as cars?</p><p><strong>Thomas:</strong> Yes, and also from informal transport in Africa and Latin America, where cars and minibuses operate like shared transit. We’ve always asked: why were car occupancy rates higher in the past, and why are they still higher in some regions?</p><p><strong>Lars:</strong> I love that this is your inspiration - I’ve always been fascinated by informal transit in South America and Africa. What is the opportunity for carpooling?&nbsp;</p><p><strong>Thomas:</strong> 81% of km travelled in France are done by car. These kilometres are not done in town centres. They are done outside of town centres, a lot of it between suburbs and town centres. For a long time people didn’t care about these rides. Now they are.&nbsp;&nbsp;</p><h2>Why PTAs demand carpooling lines</h2><p><strong>Lars: </strong>That sounds like a worthy cause. You’re still the only operator in France doing line-based carpooling. How is the tendering landscape developing?</p><p><strong>Thomas:</strong> Now PTAs are realizing they need line solutions. We’re working with Lyon Metropole, Île-de-France Mobilités, Grenoble Metropole, as well as one large Region in the south of France, to name a few.</p><p><strong>Lars:</strong> Why do they want lines? What do the numbers show so far?</p><p><strong>Thomas:</strong> On mature lines, we achieve 10–30% modal share in covered corridors, and 10–20% of passengers have reduced the number of cars in their households. Drivers save a few dozen euros, and passengers save up to 300€ per month. Costs are under €0.30 per passenger-kilometer, cheaper than cars and even buses.</p><img alt="""" src=""https://framerusercontent.com/images/YWbsO8dRt4KXWUQf2sjN8app1fo.jpg""><h2>What other countries can learn from France’s carpooling regulations</h2><p><strong>Lars:</strong> What can other countries learn from France’s carpooling regulations?&nbsp;</p><p><strong>Thomas: </strong>They passed an important mobility law in 2017 (Loi d’orientation des mobilités, a national mobility law that gives local authorities new powers and funding to develop shared mobility across the entire country). It created a very clear and organized framework for short-distance carpooling. There was a lot of support from the ministers and local authorities to build new innovations and make things happen. There was also money to help public and private stakeholders to develop companies and subsidies.&nbsp;</p><p>Most importantly, the French State developed a “Green fund” (Fonds Vert, a national funding program for ecological transition) to help the municipalities to implement energy transition in general. Regarding carpooling, the Green fund co-financed the PTAs to develop new carpooling services. This was very important, because it created an incentive for PTAs to start new policies regarding occupancy rate -a totally new area- and they started to create a budget line for carpooling. This was the real start of the market.&nbsp;</p><img alt="""" src=""https://framerusercontent.com/images/LtgbRU3PWPNCDbznVeFCVSYI.jpg""><h2>Carpooling controversies in France</h2><p><strong>Lars:</strong> If I was a transit politician I would be finding my check book! But one thing I think they would ask about - France has also had its share of carpooling controversies. What’s your take on the white certificates scheme?</p><p><strong>Thomas:</strong> The idea was good: fund energy efficiency by making energy providers buy certificates. But for carpooling it was poorly designed. Certificates were overestimated (by a factor of 30 or more), fraud happened, and operators chased subsidies instead of building real services. It distorted the market. Thankfully, the scheme ended.</p><p><strong>Lars: </strong>You’ve earlier told me of subsidy fraud. Can you share more?&nbsp;</p><p><strong>Thomas: </strong>There was a subsidy at the national level funded by the white certificates where new drivers were given 100 euros to get onboarded. But the criteria were really too loose. The result was that everybody was incentivised to do just 1 or 10 trips, with an absolute major windfall effect: people already carpooling just downloaded apps and then got the subsidy. So no real mode shift happened.</p><h2>Autonomous carpooling and the future</h2><p><strong>Lars:</strong> Autonomous vehicles - opportunity or threat?</p><p><strong>Thomas:</strong> Both. AVs decouple the car from the driver, which could be catastrophic if they’re just used as private cars or robotaxis, it would create more congestion. But if used like public transport, AVs could reduce fleet size by a factor of four. That requires planning and networks like our lines to make sharing natural.</p><p><strong>Lars:</strong> So you’re saying the future is a blend: on-demand, carpooling, and public transport all working together?</p><p><strong>Thomas:</strong> Exactly. Users will have choices: pay more for solo door-to-door, or pay less for shared trips on defined lines. With the right public policy, we can design a mobility system that benefits everyone and uses vehicles far more efficiently, even in sparse density areas.</p><p><a href=""calendly.com/movability"" target=""_blank"">Need help with car-sharing? Get in touch with us by clicking here. </a></p><p><a href=""/"">Want to read more about Movability? Click here. </a></p>"
